PropertyID,Region,PropertyType,SizeSqm,Bedrooms,Bathrooms,YearBuilt,PropertyAge,HasGarage,HasPool,SecurityLevel,ProximityToAmenities_km,SalePrice,MonthlyRental,PricePerSqm,GrossRentalYield,NetROI,SaleDate
PROP-02000,Soweto,Townhouse,170.6,4.0,3,2023.0,1.0,0,0,2,2.15,1101000.0,6300.0,6453.69,6.87,-3.93,2022-08-13
PROP-01876,Durban North,Apartment,109.6,4.0,3,2019.0,5.0,0,0,2,0.22,1614000.0,7400.0,14726.28,5.5,-5.3,2022-11-02
PROP-00987,Stellenbosch,House,315.1,4.0,3,1995.0,29.0,1,0,1,1.05,5300000.0,22400.0,16820.06,5.07,-5.73,2020-02-05
PROP-01458,Durban North,House,359.4,3.0,2,2005.0,19.0,0,0,3,1.86,4364000.0,20800.0,12142.46,5.72,-5.08,2022-06-01
PROP-00911,Menlyn,House,218.9,3.0,2,2009.0,15.0,1,1,2,2.57,3144000.0,14400.0,14362.72,5.5,-5.3,2023-12-24
PROP-01950,Umhlanga,Duplex,186.2,4.0,2,2023.0,1.0,1,0,2,0.42,4342000.0,12800.0,23319.01,3.54,-7.26,2024-03-19
PROP-01656,Bloemfontein,House,212.7,3.0,2,2007.0,17.0,0,0,2,2.22,1569000.0,8200.0,7376.59,6.27,-4.53,2020-12-02
PROP-00329,Cape Town CBD,Townhouse,178.3,3.0,2,1994.0,30.0,1,0,2,4.73,3350000.0,16200.0,18788.56,5.8,-5.0,2022-12-13
PROP-01044,Rosebank,House,284.3,2.0,1,2002.0,22.0,1,1,3,1.23,5728000.0,27300.0,20147.73,5.72,-5.08,2019-06-21
PROP-00319,Umhlanga,Commercial,251.6,2.0,1,2023.0,1.0,0,0,2,3.47,4808000.0,23400.0,19109.7,5.84,-4.96,2019-10-22
PROP-01544,Pretoria East,Duplex,166.1,2.0,1,1981.0,43.0,1,1,2,2.07,1849000.0,6700.0,11131.85,4.35,-6.45,2024-05-18
PROP-01371,Bloemfontein,Apartment,61.2,3.0,2,1989.0,35.0,0,0,2,2.13,421000.0,2500.0,6879.08,7.13,-3.67,2023-12-20
PROP-01750,Waterfront,Apartment,106.3,4.0,2,2014.0,10.0,0,0,2,1.43,4723000.0,23900.0,44430.86,6.07,-4.73,2023-06-23
PROP-00168,Cape Town CBD,Duplex,162.6,3.0,2,2023.0,1.0,1,0,2,2.54,4678000.0,22400.0,28769.99,5.75,-5.05,2021-10-08
PROP-00013,Fourways,Townhouse,150.1,3.0,2,1971.0,53.0,1,0,3,0.25,1600000.0,10500.0,10659.56,7.88,-2.93,2024-02-08
PROP-01947,Soweto,House,272.6,4.0,3,1982.0,42.0,1,1,3,2.34,1407000.0,8200.0,5161.41,6.99,-3.81,2020-04-22
PROP-00172,Khayelitsha,Commercial,403.4,2.0,1,2017.0,7.0,1,0,3,4.09,2022000.0,10000.0,5012.39,5.93,-4.87,2021-11-30
PROP-00650,Stellenbosch,Apartment,60.2,2.0,1,2013.0,11.0,0,0,2,0.37,985000.0,6300.0,16362.13,7.68,-3.12,2023-05-16
PROP-01754,Waterfront,Townhouse,173.7,3.0,2,1997.0,27.0,1,0,3,3.61,7545000.0,36100.0,43436.96,5.74,-5.06,2020-09-22
PROP-00261,Rosebank,Commercial,510.4,2.0,1,1993.0,31.0,0,0,3,4.38,8246000.0,47000.0,16155.96,6.84,-3.96,2023-12-28
PROP-01224,Midrand,Townhouse,192.3,2.0,1,2022.0,2.0,1,0,2,2.07,2252000.0,10500.0,11710.87,5.6,-5.2,2020-06-21
PROP-01422,Midrand,House,314.4,4.0,3,1982.0,42.0,0,0,2,1.51,2729000.0,14200.0,8680.03,6.24,-4.56,2023-05-17
PROP-00902,Rosebank,House,267.3,3.0,2,1997.0,27.0,0,0,2,1.5,4909000.0,26300.0,18365.13,6.43,-4.37,2023-11-10
PROP-00673,Midrand,Apartment,101.2,2.0,2,2021.0,3.0,0,0,2,2.56,1208000.0,5600.0,11936.76,5.56,-5.24,2022-04-28
PROP-00259,Cape Town CBD,Apartment,106.1,2.0,1,2019.0,5.0,0,0,2,2.9,1834000.0,12900.0,17285.58,8.44,-2.36,2021-12-20
PROP-00845,Port Elizabeth,Apartment,125.5,1.0,1,1977.0,47.0,0,0,1,1.28,495000.0,3300.0,3944.22,8.0,-2.8,2021-02-04
PROP-00868,Port Elizabeth,Townhouse,152.3,4.0,2,2010.0,14.0,1,0,2,4.04,1141000.0,7000.0,7491.79,7.36,-3.44,2023-07-06
PROP-01205,Fourways,Apartment,110.0,1.0,1,1993.0,31.0,0,0,1,0.25,1136000.0,7600.0,10327.27,8.03,-2.77,2020-08-15
PROP-00139,Fourways,Apartment,121.7,1.0,1,2020.0,4.0,0,0,1,3.86,1080000.0,6600.0,8874.28,7.33,-3.47,2019-08-03
PROP-00894,Cape Town CBD,Duplex,255.0,4.0,3,2017.0,7.0,1,0,3,1.2,5941000.0,30500.0,23298.04,6.16,-4.64,2019-06-24
PROP-01856,Midrand,House,230.3,4.0,3,2019.0,5.0,1,1,2,4.13,3135000.0,15100.0,13612.68,5.78,-5.02,2020-12-27
PROP-00550,Cape Town CBD,Commercial,193.0,4.0,3,2018.0,6.0,1,0,1,3.28,5563000.0,27200.0,28823.83,5.87,-4.93,2024-01-08
PROP-00320,Sandton,House,285.9,3.0,2,2022.0,2.0,0,0,2,0.29,7233000.0,34500.0,25299.06,5.72,-5.08,2021-12-01
PROP-01541,Sandton,Townhouse,110.5,2.0,1,1982.0,42.0,1,0,3,3.83,1855000.0,13500.0,16787.33,8.73,-2.07,2021-12-04
PROP-01987,Cape Town CBD,House,310.3,4.0,3,2014.0,10.0,0,1,1,0.8,5564000.0,32400.0,17931.03,6.99,-3.81,2023-03-15
PROP-01188,Rosebank,Apartment,109.9,1.0,1,2001.0,23.0,0,0,2,4.65,1829000.0,10000.0,16642.4,6.56,-4.24,2021-05-11
PROP-00559,Midrand,House,283.1,5.0,3,1979.0,45.0,1,0,2,0.62,3643000.0,18200.0,12868.24,6.0,-4.8,2023-05-12
PROP-00140,Pretoria East,Apartment,91.6,3.0,2,1982.0,42.0,0,0,2,1.51,742000.0,4400.0,8100.44,7.12,-3.68,2024-01-02
PROP-01857,Pretoria East,House,406.9,6.0,4,2006.0,18.0,1,0,2,3.8,4834000.0,19300.0,11880.07,4.79,-6.01,2020-04-27
PROP-00532,Menlyn,Commercial,391.9,1.0,1,1976.0,48.0,1,0,2,2.02,3597000.0,21500.0,9178.36,7.17,-3.63,2024-02-01
PROP-00225,Rosebank,Duplex,190.6,2.0,1,2003.0,21.0,1,1,2,3.24,3951000.0,16900.0,20729.28,5.13,-5.67,2021-11-06
PROP-00724,Cape Town CBD,Commercial,277.9,4.0,2,1992.0,32.0,1,0,2,2.11,6314000.0,37100.0,22720.4,7.05,-3.75,2023-07-09
PROP-00787,Cape Town CBD,Townhouse,203.0,3.0,2,1987.0,37.0,1,0,2,1.3,4340000.0,20800.0,21379.31,5.75,-5.05,2020-01-04
PROP-01737,Sandton,Commercial,353.8,2.0,1,1981.0,43.0,1,0,2,0.94,10077000.0,41100.0,28482.19,4.89,-5.91,2020-07-22
PROP-01019,Fourways,Townhouse,165.0,3.0,2,1973.0,51.0,1,0,2,3.91,1364000.0,9900.0,8266.67,8.71,-2.09,2022-09-01
PROP-00410,Rosebank,Commercial,326.7,3.0,2,2022.0,2.0,0,0,2,4.22,7601000.0,34900.0,23265.99,5.51,-5.29,2023-07-01
PROP-00326,Durban North,House,283.2,4.0,3,2001.0,23.0,1,1,1,4.41,4140000.0,20600.0,14618.64,5.97,-4.83,2023-07-23
PROP-01191,Menlyn,Apartment,55.3,3.0,2,2008.0,16.0,0,0,1,3.0,748000.0,5300.0,13526.22,8.5,-2.3,2023-11-10
PROP-00300,Durban North,Apartment,148.7,3.0,2,2003.0,21.0,0,0,3,3.19,1958000.0,9200.0,13167.45,5.64,-5.16,2021-10-15
PROP-01274,Pretoria East,House,172.6,3.0,2,1991.0,33.0,0,1,1,2.78,1772000.0,8700.0,10266.51,5.89,-4.91,2020-03-28
PROP-01488,Menlyn,Apartment,69.5,3.0,2,2001.0,23.0,0,0,2,4.58,660000.0,4300.0,9496.4,7.82,-2.98,2021-06-05
PROP-00026,Umhlanga,Apartment,130.0,2.0,2,2020.0,4.0,0,0,1,3.92,1665000.0,11000.0,12807.69,7.93,-2.87,2020-02-22
PROP-01878,Bloemfontein,Commercial,324.3,2.0,1,2007.0,17.0,0,0,2,2.74,2228000.0,12200.0,6870.18,6.57,-4.23,2021-01-20
PROP-00715,Rosebank,House,142.2,5.0,3,2012.0,12.0,1,0,2,2.28,3767000.0,20900.0,26490.86,6.66,-4.14,2020-05-04
PROP-01944,Cape Town CBD,House,258.9,3.0,2,1993.0,31.0,1,0,2,4.28,5653000.0,34000.0,21834.69,7.22,-3.58,2023-07-08
PROP-00194,Stellenbosch,House,347.7,4.0,3,2016.0,8.0,0,1,2,2.23,6530000.0,27800.0,18780.56,5.11,-5.69,2024-05-16
PROP-00441,Fourways,Townhouse,96.7,3.0,2,2017.0,7.0,0,0,2,2.79,1738000.0,8900.0,17973.11,6.14,-4.66,2022-10-31
PROP-00574,Sandton,House,283.1,4.0,3,2007.0,17.0,0,1,3,4.69,6853000.0,43500.0,24206.99,7.62,-3.18,2024-04-02
PROP-00947,Rosebank,Townhouse,152.4,3.0,2,2013.0,11.0,0,0,2,2.48,3153000.0,17300.0,20688.98,6.58,-4.22,2022-09-29
PROP-00998,Port Elizabeth,House,355.8,5.0,3,2023.0,1.0,0,0,2,0.65,3600000.0,16000.0,10118.04,5.33,-5.47,2022-06-19
PROP-00504,Port Elizabeth,House,350.7,4.0,2,2023.0,1.0,0,0,1,4.85,2018000.0,13000.0,5754.21,7.73,-3.07,2019-12-07
PROP-00606,Soweto,House,147.5,2.0,1,2012.0,12.0,1,0,2,4.01,1137000.0,4600.0,7708.47,4.85,-5.95,2019-10-24
PROP-01183,Pretoria East,House,334.6,3.0,2,2010.0,14.0,1,0,3,3.23,3801000.0,20300.0,11359.83,6.41,-4.39,2024-02-29
PROP-01174,Fourways,Apartment,157.3,4.0,3,1974.0,50.0,0,0,1,2.96,1803000.0,8900.0,11462.17,5.92,-4.88,2021-11-03
PROP-01805,Umhlanga,House,266.5,6.0,3,1989.0,35.0,1,0,3,3.89,5200000.0,20900.0,19512.2,4.82,-5.98,2019-08-25
PROP-00847,Port Elizabeth,Duplex,242.3,3.0,2,1990.0,34.0,1,1,2,3.73,1849000.0,9900.0,7631.04,6.43,-4.37,2019-06-29
PROP-00004,Umhlanga,Townhouse,152.1,3.0,2,2017.0,7.0,1,0,2,2.62,2489000.0,14300.0,16364.23,6.89,-3.91,2019-07-18
PROP-01160,Pretoria East,Duplex,163.9,4.0,2,2004.0,20.0,1,0,2,4.91,1589000.0,9300.0,9694.94,7.02,-3.78,2023-12-29
PROP-01233,Stellenbosch,House,255.3,4.0,3,1995.0,29.0,0,0,2,0.22,4564000.0,18200.0,17877.01,4.79,-6.01,2020-08-08
PROP-00468,Soweto,House,253.3,4.0,2,1996.0,28.0,0,1,3,0.74,1433000.0,7200.0,5657.32,6.03,-4.77,2021-08-11
PROP-00006,Cape Town CBD,House,318.9,2.0,1,2003.0,21.0,0,1,2,2.53,7129000.0,28200.0,22354.97,4.75,-6.05,2019-11-23
PROP-01387,Khayelitsha,Commercial,539.4,1.0,1,1994.0,30.0,1,0,2,2.03,1810000.0,11900.0,3355.58,7.89,-2.91,2021-12-31
PROP-00548,Bloemfontein,Townhouse,140.0,2.0,1,1965.0,59.0,1,0,1,1.17,875000.0,4700.0,6250.0,6.45,-4.35,2023-02-24
PROP-00229,Midrand,Apartment,107.3,2.0,2,1984.0,40.0,0,0,2,2.3,887000.0,4800.0,8266.54,6.49,-4.31,2021-01-25
PROP-00543,Fourways,Apartment,154.5,1.0,1,1998.0,26.0,0,0,3,0.17,1680000.0,8700.0,10873.79,6.21,-4.59,2021-12-11
PROP-00243,Menlyn,Commercial,371.2,1.0,1,2022.0,2.0,0,0,3,0.7,4984000.0,24300.0,13426.72,5.85,-4.95,2022-09-08
PROP-00899,Cape Town CBD,Apartment,145.6,1.0,1,2011.0,13.0,0,0,2,2.21,2848000.0,12900.0,19560.44,5.44,-5.36,2019-08-02
PROP-01665,Sandton,Apartment,115.4,1.0,1,2001.0,23.0,0,0,1,4.03,2133000.0,12800.0,18483.54,7.2,-3.6,2023-08-25
PROP-01245,Fourways,Apartment,140.7,1.0,1,2002.0,22.0,0,0,1,1.5,2047000.0,8500.0,14548.69,4.98,-5.82,2019-12-29
PROP-01095,Stellenbosch,House,317.5,4.0,2,1971.0,53.0,1,1,2,1.73,4654000.0,22500.0,14658.27,5.8,-5.0,2020-12-17
PROP-00843,Durban North,Apartment,140.0,1.0,1,2002.0,22.0,0,0,1,1.44,1353000.0,7300.0,9664.29,6.47,-4.33,2020-08-19
PROP-01822,Cape Town CBD,House,283.1,4.0,2,2014.0,10.0,1,0,2,1.34,8942000.0,38600.0,31586.01,5.18,-5.62,2022-07-02
PROP-01165,Soweto,Apartment,79.0,1.0,1,2001.0,23.0,0,0,2,1.35,410000.0,2500.0,5189.87,7.32,-3.48,2021-12-31
PROP-01990,Stellenbosch,Townhouse,105.7,3.0,2,2011.0,13.0,1,0,2,4.73,1939000.0,9900.0,18344.37,6.13,-4.67,2022-03-05
PROP-00662,Stellenbosch,Apartment,92.9,2.0,1,2003.0,21.0,0,0,2,1.11,1725000.0,7800.0,18568.35,5.43,-5.37,2022-02-04
PROP-01221,Cape Town CBD,House,317.2,4.0,3,2014.0,10.0,1,0,2,3.67,7489000.0,36600.0,23609.71,5.86,-4.94,2020-10-14
PROP-00315,Rosebank,Apartment,136.1,1.0,1,2003.0,21.0,0,0,3,4.13,1628000.0,11600.0,11961.79,8.55,-2.25,2023-05-07
PROP-00692,Menlyn,Apartment,145.5,1.0,1,1988.0,36.0,0,0,1,1.17,1417000.0,6600.0,9738.83,5.59,-5.21,2024-04-10
PROP-01518,Soweto,House,374.8,6.0,3,2002.0,22.0,1,0,3,4.32,2260000.0,10100.0,6029.88,5.36,-5.44,2023-05-27
PROP-00425,Midrand,Apartment,112.7,2.0,2,1989.0,35.0,0,0,1,3.42,962000.0,5600.0,8535.94,6.99,-3.81,2020-04-07
PROP-00595,Cape Town CBD,House,213.0,2.0,2,2022.0,2.0,0,1,2,4.54,5788000.0,23700.0,27173.71,4.91,-5.89,2023-07-19
PROP-01984,Soweto,House,187.5,3.0,2,2016.0,8.0,1,0,2,4.42,1272000.0,5800.0,6784.0,5.47,-5.33,2019-08-17
PROP-00623,Menlyn,Apartment,147.8,1.0,1,1974.0,50.0,0,0,2,3.43,974000.0,7500.0,6589.99,9.24,-1.56,2023-03-11
PROP-01893,Cape Town CBD,House,395.3,5.0,3,2023.0,1.0,0,0,3,0.84,8103000.0,43800.0,20498.36,6.49,-4.31,2020-06-21
PROP-01803,Durban North,Duplex,195.3,4.0,3,2012.0,12.0,1,0,2,3.62,2679000.0,15600.0,13717.36,6.99,-3.81,2023-09-02
PROP-00228,Sandton,House,286.6,2.0,1,2023.0,1.0,1,0,2,3.11,7700000.0,29400.0,26866.71,4.58,-6.22,2020-11-13
PROP-01561,Bloemfontein,House,249.1,3.0,2,1983.0,41.0,1,0,2,4.3,1315000.0,9000.0,5279.0,8.21,-2.59,2020-11-27
PROP-01343,Rosebank,House,164.1,3.0,2,2014.0,10.0,1,0,3,0.56,3703000.0,21400.0,22565.51,6.93,-3.87,2023-05-29
PROP-01108,Fourways,Apartment,109.9,3.0,2,2017.0,7.0,0,0,2,2.82,1442000.0,7200.0,13121.02,5.99,-4.81,2020-01-02
PROP-00067,Port Elizabeth,Commercial,465.4,3.0,2,1974.0,50.0,1,0,3,1.94,3653000.0,14700.0,7849.16,4.83,-5.97,2023-03-29
PROP-00025,Midrand,Duplex,162.6,4.0,3,1980.0,44.0,1,0,2,4.51,1366000.0,10000.0,8400.98,8.78,-2.02,2019-09-13
PROP-00145,Sandton,House,409.0,4.0,3,2020.0,4.0,1,1,3,4.98,10154000.0,44300.0,24826.41,5.24,-5.56,2023-04-03
PROP-00537,Umhlanga,Apartment,117.0,4.0,2,2019.0,5.0,0,0,2,4.68,2099000.0,11900.0,17940.17,6.8,-4.0,2024-05-27
PROP-00812,Midrand,Apartment,94.6,1.0,1,2014.0,10.0,0,0,2,4.95,970000.0,4800.0,10253.7,5.94,-4.86,2019-09-27
PROP-01636,Fourways,Commercial,425.5,1.0,1,1998.0,26.0,1,0,2,0.35,4930000.0,26600.0,11586.37,6.47,-4.33,2024-01-17
PROP-00086,Cape Town CBD,Townhouse,139.0,3.0,2,1999.0,25.0,1,0,2,2.9,2498000.0,16900.0,17971.22,8.12,-2.68,2021-10-06
PROP-01194,Midrand,Townhouse,99.8,3.0,2,2014.0,10.0,0,0,2,4.72,1190000.0,7700.0,11923.85,7.76,-3.04,2019-12-23
PROP-01079,Pretoria East,House,234.8,4.0,3,1987.0,37.0,0,0,3,1.52,2210000.0,12900.0,9412.27,7.0,-3.8,2022-09-09
PROP-01823,Khayelitsha,Apartment,143.3,2.0,1,2022.0,2.0,0,0,1,4.55,548000.0,3100.0,3824.15,6.79,-4.01,2021-09-22
PROP-01836,Cape Town CBD,Townhouse,202.3,4.0,2,1983.0,41.0,0,0,2,4.09,4076000.0,20500.0,20148.29,6.04,-4.76,2019-11-17
PROP-01385,Cape Town CBD,Duplex,228.7,2.0,1,1985.0,39.0,1,0,3,3.24,4665000.0,21300.0,20397.9,5.48,-5.32,2021-11-15
PROP-01669,Durban North,House,374.6,4.0,3,2019.0,5.0,1,1,3,1.42,5920000.0,23000.0,15803.52,4.66,-6.14,2023-02-18
PROP-00363,Sandton,House,402.1,4.0,3,2022.0,2.0,0,0,3,4.96,9936000.0,48300.0,24710.27,5.83,-4.97,2022-11-07
PROP-01626,Sandton,Apartment,107.4,1.0,1,2002.0,22.0,0,0,3,2.4,2355000.0,12300.0,21927.37,6.27,-4.53,2019-07-26
PROP-01889,Waterfront,Townhouse,147.8,4.0,3,2012.0,12.0,0,0,1,3.9,5696000.0,35200.0,38538.57,7.42,-3.38,2022-05-23
PROP-01027,Midrand,Apartment,154.9,2.0,1,1966.0,58.0,0,0,2,4.52,1176000.0,6200.0,7591.99,6.33,-4.47,2021-01-27
PROP-01031,Cape Town CBD,Apartment,126.7,4.0,3,1983.0,41.0,0,0,3,1.31,2247000.0,14600.0,17734.81,7.8,-3.0,2022-02-07
PROP-01941,Bloemfontein,Apartment,55.5,1.0,1,2008.0,16.0,0,0,1,4.58,482000.0,2500.0,8684.68,6.22,-4.58,2022-02-23
PROP-01367,Fourways,House,139.8,3.0,2,1997.0,27.0,1,1,3,2.47,2347000.0,12200.0,16788.27,6.24,-4.56,2020-07-29
PROP-01081,Pretoria East,Commercial,370.0,2.0,1,2023.0,1.0,1,0,2,3.44,4134000.0,19500.0,11172.97,5.66,-5.14,2021-06-22
PROP-00666,Khayelitsha,Apartment,85.7,0.0,1,2003.0,21.0,0,0,2,3.56,352000.0,2500.0,4107.35,8.52,-2.28,2023-08-12
PROP-00365,Midrand,Apartment,81.6,3.0,2,2018.0,6.0,0,0,2,2.0,815000.0,6000.0,9987.75,8.83,-1.97,2022-05-15
PROP-00078,Umhlanga,Apartment,149.3,2.0,1,2005.0,19.0,0,0,2,0.94,1958000.0,10500.0,13114.53,6.44,-4.36,2021-01-07
PROP-00028,Stellenbosch,House,312.3,5.0,4,1991.0,33.0,1,1,2,1.26,7038000.0,21900.0,22536.02,3.73,-7.07,2024-02-04
PROP-01449,Durban North,House,242.3,2.0,1,2014.0,10.0,1,0,2,1.69,3378000.0,14200.0,13941.39,5.04,-5.76,2021-08-23
PROP-00526,Midrand,House,144.8,5.0,3,2017.0,7.0,1,0,3,0.3,1851000.0,13200.0,12783.15,8.56,-2.24,2021-11-23
PROP-01853,Port Elizabeth,Apartment,92.2,1.0,1,2009.0,15.0,0,0,2,1.52,722000.0,2900.0,7830.8,4.82,-5.98,2019-06-19
PROP-00056,Pretoria East,Apartment,136.4,2.0,1,2017.0,7.0,0,0,1,2.52,1198000.0,6300.0,8782.99,6.31,-4.49,2022-06-18
PROP-00639,Sandton,Townhouse,200.6,3.0,2,1992.0,32.0,1,0,2,0.93,5240000.0,21800.0,26121.64,4.99,-5.81,2021-11-20
PROP-00303,Fourways,House,169.9,3.0,2,1984.0,40.0,0,0,3,4.86,2198000.0,10000.0,12937.02,5.46,-5.34,2021-11-08
PROP-00719,Pretoria East,Townhouse,155.55,2.0,1,1975.0,49.0,1,0,2,1.83,1029000.0,4500.0,6615.24,5.25,-5.55,2022-04-15
PROP-00625,Umhlanga,Townhouse,144.9,5.0,3,1998.0,26.0,1,0,2,2.26,2632000.0,15200.0,18164.25,6.93,-3.87,2024-04-18
PROP-00008,Port Elizabeth,Commercial,189.4,2.0,1,1989.0,35.0,1,0,2,1.69,1461000.0,8500.0,7713.83,6.98,-3.82,2020-06-20
PROP-00804,Fourways,House,280.3,4.0,3,2005.0,19.0,1,0,3,4.18,3227000.0,18200.0,11512.67,6.77,-4.03,2021-12-18
PROP-01050,Fourways,Commercial,266.7,1.0,1,2020.0,4.0,1,0,2,1.18,4734000.0,19500.0,17750.28,4.94,-5.86,2022-09-07
PROP-00337,Stellenbosch,Duplex,218.4,2.0,1,2019.0,5.0,1,0,2,0.53,3541000.0,16400.0,16213.37,5.56,-5.24,2020-05-25
PROP-00048,Midrand,House,265.4,2.0,1,2012.0,12.0,1,0,2,2.77,2790000.0,15100.0,10512.43,6.49,-4.31,2024-02-20
PROP-01494,Menlyn,Apartment,130.1,2.0,1,2020.0,4.0,0,0,2,1.1,1429000.0,8400.0,10983.86,7.05,-3.75,2021-08-15
PROP-00107,Durban North,Townhouse,148.1,4.0,2,1975.0,49.0,1,0,3,4.03,1911000.0,6800.0,12903.44,4.27,-6.53,2020-12-05
PROP-00350,Stellenbosch,House,407.0,6.0,5,2016.0,8.0,1,1,2,3.54,7761000.0,31900.0,19068.8,4.93,-5.87,2022-10-01
PROP-01080,Stellenbosch,Townhouse,138.9,3.0,2,1965.0,59.0,0,0,2,4.67,1821000.0,10000.0,13110.15,6.59,-4.21,2021-08-19
PROP-00239,Rosebank,House,153.8,4.0,3,1979.0,45.0,0,0,3,1.55,3506000.0,20200.0,22795.84,6.91,-3.89,2022-06-15
PROP-00214,Pretoria East,Apartment,110.1,4.0,3,1976.0,48.0,0,0,1,4.79,943000.0,4800.0,8564.94,6.11,-4.69,2022-05-05
PROP-01264,Fourways,Duplex,137.9,4.0,2,2010.0,14.0,0,1,2,0.89,2836000.0,14800.0,20565.63,6.26,-4.54,2022-02-01
PROP-01964,Menlyn,Apartment,104.2,3.0,2,2015.0,9.0,0,0,2,3.07,1143000.0,7700.0,10969.29,8.08,-2.72,2022-04-26
PROP-00794,Midrand,Townhouse,165.2,3.0,2,1969.0,55.0,1,0,2,0.32,1697000.0,7800.0,10272.4,5.52,-5.28,2022-10-03
PROP-01097,Rosebank,Townhouse,207.3,3.0,2,2011.0,13.0,1,0,3,0.52,4449000.0,19300.0,21461.65,5.21,-5.59,2021-10-22
PROP-01190,Umhlanga,House,311.0,3.0,2,2019.0,5.0,1,0,2,4.28,5217000.0,21800.0,16774.92,5.01,-5.79,2023-06-30
PROP-01133,Port Elizabeth,House,151.3,4.0,3,2008.0,16.0,1,0,2,2.75,1347000.0,7600.0,8902.84,6.77,-4.03,2021-05-24
PROP-01597,Fourways,Commercial,316.9,2.0,2,1985.0,39.0,0,0,2,2.08,4049000.0,21500.0,12776.9,6.37,-4.43,2022-01-13
PROP-01049,Cape Town CBD,House,285.6,3.0,2,2017.0,7.0,1,1,3,2.5,7695000.0,36900.0,26943.28,5.75,-5.05,2023-07-05
PROP-00524,Waterfront,House,155.9,3.0,2,2018.0,6.0,1,1,2,0.76,9694000.0,41200.0,62180.89,5.1,-5.7,2019-10-22
PROP-00233,Pretoria East,Commercial,333.7,2.0,1,2000.0,24.0,1,0,2,2.35,3743000.0,18000.0,11216.66,5.77,-5.03,2022-08-31
PROP-00645,Bloemfontein,House,264.1,3.0,2,2016.0,8.0,0,0,2,3.18,1726000.0,9500.0,6535.4,6.6,-4.2,2019-09-16
PROP-01522,Waterfront,Duplex,200.5,3.0,2,2015.0,9.0,1,0,1,4.16,6651000.0,48500.0,33172.07,8.75,-2.05,2024-04-03
PROP-00534,Waterfront,House,316.4,3.0,2,2018.0,6.0,1,0,1,4.14,11198000.0,61100.0,35391.91,6.55,-4.25,2020-11-14
PROP-01880,Waterfront,House,347.3,3.0,2,2020.0,4.0,1,0,3,2.22,15036000.0,73400.0,43293.98,5.86,-4.94,2019-11-15
PROP-00604,Waterfront,Apartment,92.4,3.0,2,1996.0,28.0,0,0,1,2.98,4331000.0,17500.0,46872.29,4.85,-5.95,2024-01-21
PROP-01685,Port Elizabeth,Apartment,150.9,2.0,2,2014.0,10.0,0,0,2,4.08,1020000.0,6500.0,6759.44,7.65,-3.15,2021-02-13
PROP-01075,Waterfront,Apartment,76.0,3.0,2,2013.0,11.0,0,0,3,4.76,4258000.0,17300.0,56026.32,4.88,-5.92,2024-02-08
PROP-01316,Rosebank,Commercial,404.4,2.0,1,1979.0,45.0,0,0,1,3.62,6006000.0,35300.0,14851.63,7.05,-3.75,2021-01-10
PROP-00061,Sandton,House,279.7,4.0,2,1976.0,48.0,1,0,2,0.68,7390000.0,32400.0,26421.17,5.26,-5.54,2022-12-09
PROP-01275,Umhlanga,Apartment,136.4,2.0,1,2006.0,18.0,0,0,2,3.72,1520000.0,10100.0,11143.7,7.97,-2.83,2022-12-21
PROP-00093,Rosebank,Townhouse,168.1,3.0,2,2016.0,8.0,1,0,2,2.41,2651000.0,16100.0,15770.37,7.29,-3.51,2021-10-24
PROP-00667,Waterfront,Apartment,88.9,2.0,1,1974.0,50.0,0,0,2,2.84,3200000.0,18800.0,35995.5,7.05,-3.75,2022-03-14
PROP-00281,Bloemfontein,House,270.8,3.0,2,2023.0,1.0,1,1,2,3.21,1842000.0,10400.0,6802.07,6.78,-4.02,2019-10-09
PROP-01736,Menlyn,House,299.1,4.0,2,2007.0,17.0,0,0,3,2.76,3524000.0,19700.0,11782.01,6.71,-4.09,2019-08-28
PROP-00360,Fourways,House,257.7,4.0,2,2000.0,24.0,1,0,2,1.57,3860000.0,18200.0,14978.66,5.66,-5.14,2024-05-16
PROP-01139,Khayelitsha,House,181.7,2.0,1,2013.0,11.0,1,0,2,1.79,799000.0,6600.0,4397.36,6.91,-3.89,2022-11-16
PROP-01180,Waterfront,Duplex,198.0,2.0,1,2003.0,21.0,1,0,3,1.67,8961000.0,44200.0,45257.58,5.92,-4.88,2022-02-22
PROP-00848,Midrand,Townhouse,105.3,4.0,3,1992.0,32.0,0,0,1,3.18,1350000.0,6800.0,12820.51,6.04,-4.76,2021-11-25
PROP-01390,Port Elizabeth,Apartment,83.4,3.0,2,2000.0,24.0,0,0,2,1.87,669000.0,4400.0,8021.58,7.89,-2.91,2020-07-31
PROP-00111,Cape Town CBD,Apartment,174.7,3.0,2,2006.0,18.0,0,0,2,0.43,2986000.0,18300.0,17092.16,7.35,-3.45,2020-03-20
PROP-00043,Bloemfontein,Apartment,131.1,1.0,1,2008.0,16.0,0,0,3,2.16,695000.0,3800.0,5301.3,6.56,-4.24,2019-09-24
PROP-00126,Sandton,House,215.2,4.0,2,2015.0,9.0,1,0,2,3.06,5542000.0,26000.0,25752.79,5.63,-5.17,2022-07-14
PROP-00205,Waterfront,Apartment,89.0,1.0,1,2010.0,14.0,0,0,2,4.22,3200000.0,20900.0,35955.06,7.84,-2.96,2022-12-08
